year,day,cmaq_x,cmaq_y,elev,emissi11_pm25,forest_cover,high,limi,local,is,pd,lon,lat,rid,elev_k,emissi11_pm25_k,emissi11_pm10_k,forest_cover_k,high_k,limi_k,local_k,is_k,pd_k,cmaq_id,nldas_pevapsfc,nldas_dlwrfsfc,nldas_dswrfsfc,nldas_cape,nldas_fpcsfc,nldas_pcpsfc,nldas_rh2m,nldas_tmp2m,nldas_vgrd10m,nldas_ugrd10m,nldas_pressfc,narr_dpt,narr_vis,narr_hpbl,narr_rh2m,narr_tmp2m,narr_ugrd10m,narr_vgrd10m,narr_rh30mb,narr_rh63mb,narr_rh96mb,narr_rh129mb,narr_rh1512mb,narr_rh1815mb,narr_tmp30mb,narr_tmp63mb,narr_tmp96mb,narr_tmp129mb,narr_tmp1512mb,narr_tmp1815mb,narr_ugrd30m,narr_ugrd30mb,narr_ugrd63mb,narr_ugrd96mb,narr_ugrd129mb,narr_ugrd1512mb,narr_ugrd1815mb,narr_vgrd30m,narr_vgrd30mb,narr_vgrd63mb,narr_vgrd96mb,narr_vgrd129mb,narr_vgrd1512mb,narr_vgrd1815mb,narr_tmp30m,narr_pres2m,narr_pres10m,narr_pres30m,aod_value,pm25_value,gc_aod,pm25_value_k,month
2011,1,-154631.8435,323166.32979,10.2368,0.0,0.0392157,0.0,0.0,831.89743771,30.202020202,1467.6887715,-97.33334,26.0,8,17.047194171,0.0499707372,0.0603464702,0.0178046159,4.8297930675,4.2004250559,37.243075756,46.73175112,751.20263168,19315,0.504871,346.759,459.245,0.0,0.0,0.0,57.6797,294.573,-7.14714,-0.861429,101651.0,292.515,20005.6,1218.67,69.1903,298.877,-1.90903,-3.68322,70.5859,64.9383,60.6612,53.7202,44.0737,36.0695,297.294,295.323,293.763,291.884,290.026,288.022,-2.05522,-3.05622,-5.00194,-4.02387,-2.78463,-2.54084,-1.08622,-3.76763,-4.45281,-5.20674,-3.95722,-3.52256,-3.88984,-3.40223,298.071,98985.8,98882.1,98706.3,,,0.0423166667,7.2788666884,1.0
2011,1,-142733.2384,323042.42963,4.38882,0.0,0.00734619,0.0,0.0,1634.4449456,46.845730028,28.482677924,-97.33334,26.0,8,25.882267026,0.1039834642,0.1255755488,0.0215827646,9.9735417672,8.6951718715,73.967618277,46.187857957,754.67557527,19316,0.478957,344.114,469.865,0.0,0.0,0.0,61.8676,294.47,-8.02,-1.11857,101662.0,292.515,20005.6,1218.67,69.1903,298.877,-1.90903,-3.68322,70.5859,64.9383,60.6612,53.7202,44.0737,36.0695,297.294,295.323,293.763,291.884,290.026,288.022,-2.05522,-3.05622,-5.00194,-4.02387,-2.78463,-2.54084,-1.08622,-3.76763,-4.45281,-5.20674,-3.95722,-3.52256,-3.88984,-3.40223,298.071,98985.8,98882.1,98706.3,,,0.0423166667,7.1113523456,1.0
2011,1,-178315.2246,335034.73998,17.8231,0.0,0.10652,1078.5979825,0.0,306.12746408,12.21671258,78.112708278,-98.0,26.0,8,108.15048894,0.5508274932,0.664938881,0.0534761898,54.126939225,48.032621561,506.58583335,41.878296841,849.29853128,19757,0.490343,349.999,421.775,0.0,0.0,0.0,53.1517,294.037,-5.57857,-0.781429,101572.0,291.127,20005.6,831.667,78.2736,295.189,-4.76059,-4.87593,82.1799,76.3958,66.2822,58.5074,53.0693,47.4023,293.606,291.657,290.784,288.905,287.276,285.48,-4.10209,-5.76716,-7.31183,-8.04731,-6.70911,-4.96011,-2.29456,-5.09315,-5.98406,-6.55569,-5.40254,-4.03037,-1.38724,0.222773,294.696,101352.0,101249.0,101040.0,,,0.02327,7.7213354775,1.0
2011,1,-166415.29,334911.00048,12.613,0.0,0.0477502,0.0,0.0,0.0,20.436720143,131.64378817,-97.33334,26.0,8,77.75248884,0.3951851052,0.4770346808,0.0424981753,38.503467195,34.418608945,325.82599877,43.261824119,798.86641242,19758,0.496429,347.591,431.284,0.0,0.0,0.0,55.815,294.236,-6.46143,-1.13286,101604.0,292.093,20005.6,747.267,79.1695,296.023,-5.33091,-5.45406,81.738,75.3352,64.3489,55.5989,50.1078,44.9207,294.148,292.157,291.097,289.113,287.38,285.543,-4.6047,-5.88695,-7.416,-7.81294,-6.55025,-4.84032,-2.18258,-5.46555,-6.02313,-6.56872,-5.30618,-3.86891,-1.1737,0.379023,295.571,101419.0,101315.0,101073.0,,,0.0423166667,7.4913513171,1.0
2011,1,-154515.6393,334788.62839,8.23616,0.0,0.21123,0.0,0.0,1009.0693651,7.7676767677,125.79162134,-97.33334,26.0,8,55.443737426,0.2748596792,0.3317825516,0.0338368196,26.560243032,23.861084437,210.54557818,44.423333235,773.82536159,19759,0.502629,344.8,455.823,0.0,0.0,0.0,58.7535,294.461,-7.38143,-1.50857,101624.0,292.093,20005.6,747.267,79.1695,296.023,-5.33091,-5.45406,81.738,75.3352,64.3489,55.5989,50.1078,44.9207,294.148,292.157,291.097,289.113,287.38,285.543,-4.6047,-5.88695,-7.416,-7.81294,-6.55025,-4.84032,-2.18258,-5.46555,-6.02313,-6.56872,-5.30618,-3.86891,-1.1737,0.379023,295.571,101419.0,101315.0,101073.0,,,0.0423166667,7.28223532,1.0
2011,1,-142616.0768,334665.09412,2.71472,0.0,0.190731,0.0,0.0,0.0,3.4278074866,18.818045731,-97.33334,26.0,8,61.488479692,0.3173156621,0.3830340731,0.03670678,30.420121249,27.399221079,230.75651102,43.966017308,771.39510514,19760,0.461629,340.92,474.061,0.0,0.0,0.0,64.2616,294.167,-8.20857,-1.63857,101653.0,292.093,20005.6,747.267,79.1695,296.023,-5.33091,-5.45406,81.738,75.3352,64.3489,55.5989,50.1078,44.9207,294.148,292.157,291.097,289.113,287.38,285.543,-4.6047,-5.88695,-7.416,-7.81294,-6.55025,-4.84032,-2.18258,-5.46555,-6.02313,-6.56872,-5.30618,-3.86891,-1.1737,0.379023,295.571,101419.0,101315.0,101073.0,,,0.0423166667,7.099459154,1.0
2011,1,-130716.6624,334540.39842,1.18425,0.0,0.0,0.0,0.0,0.0,0.0,18.818045731,-97.33334,26.0,8,91.714808435,0.5086369488,0.6139987321,0.0499246693,48.390085431,43.591947448,355.84854352,41.992519456,779.40859869,19761,0.384457,336.143,502.228,0.0,0.0,0.0,72.1996,293.41,-8.91,-1.53714,101675.0,292.588,20005.6,962.167,80.2111,296.335,-5.60434,-5.7952,81.3892,72.6436,63.1856,53.0943,47.7136,42.8274,294.606,292.823,291.347,289.259,287.443,285.605,-5.08647,-6.14997,-7.80663,-7.29471,-6.39921,-4.89761,-2.46643,-5.78847,-6.43719,-6.73538,-5.31139,-3.95745,-1.46536,0.204544,295.904,101419.0,101315.0,101073.0,,,0.0423166667,6.9433289576,1.0
2011,1,-225804.0877,347154.59036,29.1033,0.0,0.00550964,0.0,0.0,1699.0174496,12.84389348,628.70904853,-98.0,26.0,8,53.578765915,0.0885229473,0.1068561135,0.0081662371,9.0410521484,7.8566398076,999.64367779,49.808480186,1275.6511468,20197,0.468886,359.913,371.46,0.0,0.0,0.0,47.0242,293.121,-5.66714,-0.622857,101444.0,290.601,20005.6,881.634,77.1695,294.918,-4.73195,-4.82385,82.2654,76.1379,67.287,60.9056,55.7633,49.7616,293.231,291.24,290.472,288.634,287.068,285.376,-4.09949,-5.22549,-6.81704,-8.10981,-6.75598,-4.895,-2.10445,-5.05149,-5.695,-6.39684,-5.33483,-3.8637,-1.0539,0.498815,294.425,101386.0,101282.0,101040.0,0.1135,,0.02327,8.5607615681,1.0
2011,1,-213901.8601,347034.87325,29.3159,0.0,0.0459137,0.0,0.0,0.0,18.823529412,845.40001802,-98.0,26.0,8,83.13432299,0.2821960201,0.3405939295,0.0258665823,28.5376917,25.217578567,950.74786498,47.001506634,1183.866142,20198,0.4765,356.611,381.43,0.0,0.0,0.0,47.3887,293.281,-5.82857,-0.887143,101509.0,290.601,20005.6,881.634,77.1695,294.918,-4.73195,-4.82385,82.2654,76.1379,67.287,60.9056,55.7633,49.7616,293.231,291.24,290.472,288.634,287.068,285.376,-4.09949,-5.22549,-6.81704,-8.10981,-6.75598,-4.895,-2.10445,-5.05149,-5.695,-6.39684,-5.33483,-3.8637,-1.0539,0.498815,294.425,101386.0,101282.0,101040.0,0.147,,0.02327,8.4534986795,1.0
2011,1,-202000.1546,346912.37276,23.6028,0.0,0.00623886,0.0,0.0,1000.0074894,38.496434938,886.14927874,-98.0,26.0,8,115.25420216,0.5075709478,0.61253621,0.0464335081,50.833934288,45.605123458,860.94406723,43.605518922,1057.6502333,20199,0.4765,356.611,381.43,0.0,0.0,0.0,47.3887,293.281,-5.82857,-0.887143,101509.0,290.601,20005.6,881.634,77.1695,294.918,-4.73195,-4.82385,82.2654,76.1379,67.287,60.9056,55.7633,49.7616,293.231,291.24,290.472,288.634,287.068,285.376,-4.09949,-5.22549,-6.81704,-8.10981,-6.75598,-4.895,-2.10445,-5.05149,-5.695,-6.39684,-5.33483,-3.8637,-1.0539,0.498815,294.425,101386.0,101282.0,101040.0,0.147,,0.02327,8.2540030093,1.0
2011,1,-190098.6898,346788.72994,19.1467,0.0,0.0329768,0.0,1000.0543129,0.0,19.39302112,172.93873872,-98.0,26.0,8,129.86497081,0.6338824688,0.7648932442,0.0582928336,62.886110818,57.167385104,746.9605653,41.45899517,950.27206178,20200,0.483171,353.704,396.484,0.0,0.0,0.0,49.4303,293.533,-5.72429,-0.994286,101597.0,291.127,20005.6,831.667,78.2736,295.189,-4.76059,-4.87593,82.1799,76.3958,66.2822,58.5074,53.0693,47.4023,293.606,291.657,290.784,288.905,287.276,285.48,-4.10209,-5.76716,-7.31183,-8.04731,-6.70911,-4.96011,-2.29456,-5.09315,-5.98406,-6.55569,-5.40254,-4.03037,-1.38724,0.222773,294.696,101352.0,101249.0,101040.0,,,0.02327,8.0017504626,1.0
2011,1,-178197.5875,346666.03398,15.9955,0.0,0.197861,0.0,0.0,0.0,0.986631016,78.112708278,-98.0,26.0,8,125.91162736,0.6457801459,0.7791901208,0.0603539004,63.479659928,58.341673025,619.77739772,40.81928141,873.95735779,20201,0.490272,350.449,408.781,0.0,0.0,0.0,51.369,293.737,-5.58143,-1.04143,101641.0,291.127,20005.6,831.667,78.2736,295.189,-4.76059,-4.87593,82.1799,76.3958,66.2822,58.5074,53.0693,47.4023,293.606,291.657,290.784,288.905,287.276,285.48,-4.10209,-5.76716,-7.31183,-8.04731,-6.70911,-4.96011,-2.29456,-5.09315,-5.98406,-6.55569,-5.40254,-4.03037,-1.38724,0.222773,294.696,101352.0,101249.0,101040.0,,,0.02327,7.7355657296,1.0
2011,1,-166299.7674,346542.68664,11.4359,0.0,0.0,0.0,0.0,761.624102,11.343425606,837.66965022,-97.33334,26.0,8,111.84862359,0.588774816,0.710371612,0.0565429857,57.362991227,53.163882845,499.40573951,41.148612082,825.20992325,20202,0.484514,346.271,426.564,0.0,0.0,0.0,55.9246,293.839,-6.46286,-1.34429,101659.0,292.093,20005.6,747.267,79.1695,296.023,-5.33091,-5.45406,81.738,75.3352,64.3489,55.5989,50.1078,44.9207,294.148,292.157,291.097,289.113,287.38,285.543,-4.6047,-5.88695,-7.416,-7.81294,-6.55025,-4.84032,-2.18258,-5.46555,-6.02313,-6.56872,-5.30618,-3.86891,-1.1737,0.379023,295.571,101419.0,101315.0,101073.0,,,0.0423166667,7.4828807475,1.0
2011,1,-154396.0143,346418.52755,7.22305,0.0,0.0717993,0.0,0.0,0.0,2.4598930481,56.772801385,-97.33334,26.0,8,101.19612706,0.5427901466,0.6548742103,0.0531364732,52.430444675,48.866171733,425.23887268,41.513290838,799.09957758,20203,0.467429,341.669,450.767,0.0,0.0,0.0,61.2971,293.85,-7.51571,-1.68571,101668.0,292.093,20005.6,747.267,79.1695,296.023,-5.33091,-5.45406,81.738,75.3352,64.3489,55.5989,50.1078,44.9207,294.148,292.157,291.097,289.113,287.38,285.543,-4.6047,-5.88695,-7.416,-7.81294,-6.55025,-4.84032,-2.18258,-5.46555,-6.02313,-6.56872,-5.30618,-3.86891,-1.1737,0.379023,295.571,101419.0,101315.0,101073.0,,,0.0423166667,7.257820705,1.0
2011,1,-142495.4467,346294.9231,3.73865,0.0,0.118457,0.0,0.0,0.0,0.7116620753,56.772801385,-97.33334,26.0,8,105.16930942,0.5794399901,0.6990953459,0.0554756755,55.510579584,51.878524117,429.8639932,41.075739347,789.43889161,20204,0.425543,337.413,480.738,0.0,0.0,0.0,67.0421,293.546,-8.42143,-1.84429,101690.0,292.093,20005.6,747.267,79.1695,296.023,-5.33091,-5.45406,81.738,75.3352,64.3489,55.5989,50.1078,44.9207,294.148,292.157,291.097,289.113,287.38,285.543,-4.6047,-5.88695,-7.416,-7.81294,-6.55025,-4.84032,-2.18258,-5.46555,-6.02313,-6.56872,-5.30618,-3.86891,-1.1737,0.379023,295.571,101419.0,101315.0,101073.0,,,0.0423166667,7.0651147858,1.0
2011,1,-249493.908,359036.52424,51.8228,0.0,0.0,0.0,0.0,0.0,24.800734619,196.19160231,-98.66666,26.5,8,88.1303942,0.2892027891,0.3490700566,0.0276051455,30.245649202,25.976073396,978.93212665,46.938860759,1197.0083607,20639,0.441743,367.916,333.869,0.0,0.0,0.0,45.5772,292.393,-5.17714,-0.287143,101074.0,290.918,20005.6,872.601,79.7528,294.668,-4.49497,-4.61551,82.6156,75.7292,67.859,62.7437,57.9329,51.7525,292.96,291.011,290.159,288.321,286.859,285.23,-3.90417,-4.84528,-7.08527,-7.51606,-6.36015,-4.58511,-1.96643,-4.80409,-5.26011,-6.17028,-4.98847,-3.60329,-0.629425,0.722773,294.175,101386.0,101282.0,101040.0,,,0.01973,8.4470703656,1.0
2011,1,-237593.1681,358914.46706,52.4283,0.0,0.0,0.0,0.0,0.0,21.905417815,435.73475497,-98.66666,26.5,8,48.869733744,0.0572809942,0.0691261217,0.0053988208,5.9264802334,5.2009045805,1007.440112,50.243441568,1289.9138397,20640,0.454229,364.736,347.204,0.0,0.0,0.0,46.2306,292.704,-5.48857,-0.684286,101235.0,290.918,20005.6,872.601,79.7528,294.668,-4.49497,-4.61551,82.6156,75.7292,67.859,62.7437,57.9329,51.7525,292.96,291.011,290.159,288.321,286.859,285.23,-3.90417,-4.84528,-7.08527,-7.51606,-6.36015,-4.58511,-1.96643,-4.80409,-5.26011,-6.17028,-4.98847,-3.60329,-0.629425,0.722773,294.175,101386.0,101282.0,101040.0,0.08,,0.01973,8.5737473482,1.0
2011,1,-225689.7176,358793.1859,35.7793,0.0,0.0,0.0,0.0,873.75984179,52.114784206,1738.1429518,-98.0,26.5,8,45.670689947,0.0387982547,0.0468132124,0.0036159674,3.9717274095,3.5583100928,1009.1528666,50.503992105,1296.9459548,20641,0.465157,361.171,363.874,0.0,0.0,0.0,46.456,293.014,-5.90714,-1.15,101463.0,290.601,20005.6,881.634,77.1695,294.918,-4.73195,-4.82385,82.2654,76.1379,67.287,60.9056,55.7633,49.7616,293.231,291.24,290.472,288.634,287.068,285.376,-4.09949,-5.22549,-6.81704,-8.10981,-6.75598,-4.895,-2.10445,-5.05149,-5.695,-6.39684,-5.33483,-3.8637,-1.0539,0.498815,294.425,101386.0,101282.0,101040.0,0.112333,8.6,0.0212966667,8.582338592,1.0
2011,1,-213789.69,358671.72938,28.7618,0.0,0.0,0.0,0.0,0.0,7.9839572193,547.19527483,-98.0,26.5,8,78.66228519,0.2520431496,0.3040610117,0.023274151,25.53283965,23.322644511,963.84864151,47.371347244,1198.4699228,20642,0.477114,357.033,380.251,0.0,0.0,0.0,47.0697,293.257,-6.23571,-1.54571,101552.0,290.601,20005.6,881.634,77.1695,294.918,-4.73195,-4.82385,82.2654,76.1379,67.287,60.9056,55.7633,49.7616,293.231,291.24,290.472,288.634,287.068,285.376,-4.09949,-5.22549,-6.81704,-8.10981,-6.75598,-4.895,-2.10445,-5.05149,-5.695,-6.39684,-5.33483,-3.8637,-1.0539,0.498815,294.425,101386.0,101282.0,101040.0,0.159333,,0.0212966667,8.4653099537,1.0
2011,1,-201887.0079,358549.84713,20.9975,0.0,0.0,0.0,0.0,0.0,13.971533517,207.45519683,-98.0,26.5,8,115.47071165,0.504389949,0.6083995085,0.0462721198,50.575535797,47.019614351,886.67277487,43.5571748,1067.1331604,20643,0.477114,357.033,380.251,0.0,0.0,0.0,47.0697,293.257,-6.23571,-1.54571,101552.0,290.601,20005.6,881.634,77.1695,294.918,-4.73195,-4.82385,82.2654,76.1379,67.287,60.9056,55.7633,49.7616,293.231,291.24,290.472,288.634,287.068,285.376,-4.09949,-5.22549,-6.81704,-8.10981,-6.75598,-4.895,-2.10445,-5.05149,-5.695,-6.39684,-5.33483,-3.8637,-1.0539,0.498815,294.425,101386.0,101282.0,101040.0,0.159333,,0.0212966667,8.2486526084,1.0
